STUDENT,GRADUATE,165,166,201,265,266,267,301,302,304,314,317,350,365,373,385,414,415,435,436
51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
75,1,1.5,3.0,4.0,4.0,0.0,5.5,6.5,0.0,0.0,0.0,5.5,0.0,9.0,0.0,9.0,8.0,0.0,8.0,9.0
86,1,0.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.5,0.0,0.0,0.0,0.5,4.0,0.0,3.0,1.5
94,1,0.0,0.0,0.5,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.5,0.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0
127,1,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,1.5,4.0,3.0,0.0
128,1,0.0,0.0,1.5,0.5,0.0,3.0,5.5,0.0,8.0,9.0,3.0,4.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
193,1,0.5,1.5,6.5,3.0,0.0,4.0,6.5,9.0,0.0,0.0,5.5,0.0,0.0,8.0,0.0,5.5,0.0,8.0,0.0
202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,1,0.0,0.5,3.0,1.5,3.0,0.0,8.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,5.5,6.5,0.0,0.0
287,1,0.0,1.5,3.0,3.0,0.0,-4.0,-5.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-8.0,0.0,5.5,6.5
327,0,0.0,0.0,0.5,0.5,0.0,1.5,3.0,-4.0,5.5,0.0,-1.5,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
334,1,3.0,4.0,5.5,5.5,6.5,0.0,8.0,0.0,0.0,0.0,6.5,9.0,0.0,0.0,0.0,9.5,0.0,8.0,9.0
341,1,0.5,1.5,3.0,3.0,0.0,4.0,5.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,5.5,6.5
417,1,0.5,2.0,5.5,3.0,0.0,4.0,0.0,0.0,0.0,9.0,5.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
522,1,0.0,0.5,1.5,1.5,0.0,3.0,-5.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,5.5,-4.0
537,1,0.0,0.0,0.0,0.0,1.5,0.0,3.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.5,0.0,3.0,4.0
559,1,4.5,0.0,0.5,-0.5,0.0,1.5,3.0,0.0,0.0,4.0,-1.5,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,4.0
568,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0
570,1,0.0,0.0,1.5,0.5,0.0,1.5,5.5,0.0,8.0,0.0,3.0,0.0,9.0,0.0,0.0,4.5,0.0,5.5,9.0
577,1,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
585,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,5.5,0.0,0.0,0.0
593,1,0.0,0.0,1.5,0.5,0.0,1.5,5.5,0.0,0.0,-9.0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0
614,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.5,8.0,0.0,0.0,4.0,4.0,0.0,0.0,5.5,6.5,5.5,6.5
766,0,0.0,0.5,3.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,1,0.0,0.0,5.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,9.0,0.0,8.0,9.0
808,1,0.0,0.5,1.5,1.5,0.0,3.0,5.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,5.5,6.5
820,1,0.0,0.0,9.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,11.5,12.5,0.0,0.0
