STUDENT,CRSE,GRADE_CATGORY,CRSE_SEM,GRAD_SEM
1780,140,1,1.0,7.0
1780,104,1,2.0,7.0
1781,105,1,3.0,8.0
1784,207,-1,3.0,0.0
1785,104,1,5.0,6.0
1786,104,1,2.0,0.0
1787,166,1,1.0,9.0
1787,266,1,2.0,9.0
1788,104,1,2.0,4.0
1790,201,1,2.0,8.0
1790,201,1,2.0,8.0
1790,207,1,3.0,8.0
1790,207,1,3.0,8.0
1790,266,1,2.0,8.0
1790,266,1,2.0,8.0
1790,385,1,5.0,8.0
1790,385,1,5.0,8.0
1790,304,1,7.0,8.0
1790,304,1,7.0,8.0
1790,365,1,6.0,8.0
1790,365,1,6.0,8.0
1790,341,1,8.0,8.0
1790,341,1,8.0,8.0
1790,492,1,8.0,8.0
1790,492,1,8.0,8.0
1792,165,-1,2.0,0.0
1792,143,1,1.0,0.0
1794,201,1,1.0,7.0
1794,101,1,3.0,7.0
1794,266,-1,3.0,7.0
1794,301,-1,3.0,7.0
1794,265,-1,2.0,7.0
1794,317,1,2.0,7.0
1794,301,1,5.0,7.0
1794,435,1,5.0,7.0
1794,497,1,5.0,7.0
1794,341,1,4.0,7.0
1794,397,1,4.0,7.0
1794,414,1,4.0,7.0
1794,436,1,6.0,7.0
1795,104,1,1.0,8.0
1796,207,1,1.0,6.0
1797,165,-1,1.0,0.0
1798,165,1,1.0,8.0
1798,207,-1,3.0,8.0
1798,166,-1,2.0,8.0
1798,166,1,2.0,8.0
1799,143,-1,2.0,0.0
1801,140,1,1.0,0.0
1802,104,-1,5.0,0.0
1804,105,-1,4.0,8.0
1805,165,1,1.0,8.0
1805,166,1,2.0,8.0
1805,207,1,7.0,8.0
1807,150,1,4.0,8.0
1807,140,1,6.0,8.0
1808,165,1,2.0,0.0
1809,166,-1,2.0,8.0
1810,166,1,3.0,11.0
1813,165,1,1.0,0.0
1813,166,1,2.0,0.0
1813,265,1,3.0,0.0
1813,267,1,3.0,0.0
1813,207,1,4.0,0.0
1814,165,-1,2.0,8.0
1814,165,1,5.0,8.0
1815,104,1,3.0,10.0
1816,104,1,2.0,4.0
1817,143,1,1.0,0.0
1818,165,1,1.0,0.0
1818,166,1,3.0,0.0
1818,265,1,6.0,0.0
1819,165,1,1.0,8.0
1820,265,1,1.0,8.0
1820,265,1,1.0,8.0
1820,317,1,2.0,8.0
1820,317,1,2.0,8.0
1820,267,1,2.0,8.0
1820,267,1,2.0,8.0
1820,301,1,5.0,8.0
1820,301,1,5.0,8.0
1820,492,1,7.0,8.0
1820,492,1,7.0,8.0
1820,314,1,6.0,8.0
1820,314,1,6.0,8.0
1820,350,1,8.0,8.0
1820,350,1,8.0,8.0
1821,165,-1,8.0,8.0
1822,140,1,4.0,6.0
1824,302,1,4.0,8.0
1824,302,1,4.0,8.0
1824,317,1,4.0,8.0
1824,317,1,4.0,8.0
1824,314,1,6.0,8.0
1824,314,1,6.0,8.0
1824,201,1,2.0,8.0
1824,201,1,2.0,8.0
1824,301,1,3.0,8.0
1824,301,1,3.0,8.0
1825,140,-1,2.0,9.0
1826,165,1,3.0,9.0
1826,143,1,2.0,9.0
1826,166,1,4.0,9.0
1827,150,1,1.0,8.0
1829,140,1,1.0,0.0
1831,165,-1,2.0,0.0
1831,165,-1,1.0,0.0
1832,143,1,1.0,0.0
1834,150,-1,2.0,6.0
1836,165,1,1.0,11.0
1836,165,1,1.0,11.0
1836,201,1,3.0,11.0
1836,201,1,3.0,11.0
1836,265,1,3.0,11.0
1836,265,1,3.0,11.0
1836,166,1,2.0,11.0
1836,166,1,2.0,11.0
1836,267,1,4.0,11.0
1836,267,1,4.0,11.0
1836,301,-1,5.0,11.0
1836,301,-1,5.0,11.0
1836,317,1,5.0,11.0
1836,317,1,5.0,11.0
1836,314,1,6.0,11.0
1836,314,1,6.0,11.0
1836,304,-1,7.0,11.0
1836,304,-1,7.0,11.0
1836,492,1,7.0,11.0
1836,492,1,7.0,11.0
1836,414,1,8.0,11.0
1836,414,1,8.0,11.0
1837,165,1,2.0,0.0
1838,181,1,1.0,10.0
1838,181,1,1.0,10.0
1839,165,1,1.0,8.0
1840,140,1,3.0,8.0
1842,165,1,1.0,0.0
1843,104,1,4.0,8.0
1844,166,1,5.0,11.0
1844,265,1,6.0,11.0
1846,301,1,3.0,8.0
1846,317,1,3.0,8.0
1846,201,-1,2.0,8.0
1846,302,-1,4.0,8.0
1847,265,1,4.0,8.0
1847,143,1,1.0,8.0
1847,165,1,2.0,8.0
1847,166,1,3.0,8.0
1848,165,1,2.0,9.0
1848,166,1,5.0,9.0
1848,166,-1,4.0,9.0
1849,201,1,4.0,7.0
1849,265,1,4.0,7.0
1849,490,1,4.0,7.0
1849,304,1,5.0,7.0
1849,317,-1,5.0,7.0
1849,414,1,5.0,7.0
1849,341,1,6.0,7.0
1849,350,1,6.0,7.0
1854,265,1,3.0,8.0
1855,143,1,1.0,8.0
1855,143,1,1.0,8.0
1855,150,1,2.0,8.0
1855,150,1,2.0,8.0
1856,166,1,1.0,8.0
1856,265,1,2.0,8.0
1856,201,1,3.0,8.0
1856,267,1,5.0,8.0
1857,165,1,1.0,0.0
1859,104,-1,3.0,0.0
1860,266,1,8.0,12.0
1861,165,1,1.0,8.0
1863,207,1,7.0,0.0
1864,150,1,1.0,6.0
1866,165,1,7.0,7.0
1867,165,1,6.0,8.0
1871,104,1,1.0,7.0
1873,101,1,1.0,5.0
1873,201,1,1.0,5.0
1873,265,1,1.0,5.0
1873,267,1,2.0,5.0
1873,317,1,2.0,5.0
1873,373,1,3.0,5.0
1873,304,1,5.0,5.0
1873,350,-1,4.0,5.0
1873,492,1,4.0,5.0
1874,301,1,7.0,9.0
1874,350,1,7.0,9.0
1874,365,1,7.0,9.0
1874,414,1,8.0,9.0
1874,435,1,8.0,9.0
1876,165,1,1.0,0.0
1876,166,1,2.0,0.0
1877,181,1,1.0,8.0
1878,140,1,2.0,0.0
1879,166,1,3.0,9.0
1879,207,1,5.0,9.0
1879,143,1,1.0,9.0
1879,165,1,2.0,9.0
1881,140,1,3.0,0.0
1882,104,1,1.0,5.0
1882,140,1,3.0,5.0
1883,150,-1,3.0,0.0
1883,150,1,3.0,0.0
1884,166,1,3.0,8.0
1884,165,1,2.0,8.0
1884,207,1,7.0,8.0
1885,201,-1,6.0,0.0
1885,201,-1,8.0,0.0
1886,105,-1,6.0,6.0
1889,104,1,2.0,6.0
1891,104,-1,3.0,10.0
1893,143,1,2.0,0.0
1895,101,1,1.0,8.0
1895,101,1,1.0,8.0
1895,165,1,1.0,8.0
1895,165,1,1.0,8.0
1895,166,1,2.0,8.0
1895,166,1,2.0,8.0
1895,201,1,3.0,8.0
1895,201,1,3.0,8.0
1895,265,1,3.0,8.0
1895,265,1,3.0,8.0
1895,267,1,4.0,8.0
1895,267,1,4.0,8.0
1895,317,1,4.0,8.0
1895,317,1,4.0,8.0
1895,301,-1,5.0,8.0
1895,301,-1,5.0,8.0
1895,341,1,5.0,8.0
1895,341,1,5.0,8.0
1897,143,1,1.0,0.0
1897,165,-1,2.0,0.0
1898,492,1,6.0,11.0
1899,165,1,1.0,8.0
1900,165,1,1.0,8.0
1900,166,1,2.0,8.0
1900,265,1,3.0,8.0
1900,385,1,5.0,8.0
1900,266,1,4.0,8.0
1900,207,1,8.0,8.0
1901,140,1,3.0,7.0
1901,104,1,4.0,7.0
1902,105,1,1.0,0.0
1903,104,1,2.0,8.0
1904,104,1,2.0,0.0
1907,165,1,1.0,0.0
1908,165,1,1.0,8.0
1908,166,1,2.0,8.0
1908,201,1,3.0,8.0
1908,265,1,3.0,8.0
1908,207,1,4.0,8.0
1908,341,1,4.0,8.0
1910,165,-1,3.0,10.0
1910,165,-1,2.0,10.0
1910,165,1,4.0,10.0
1913,105,1,1.0,0.0
1915,104,1,4.0,9.0
1916,165,1,1.0,0.0
1917,104,1,5.0,7.0
1918,105,1,2.0,8.0
1919,143,1,1.0,7.0
1920,143,1,1.0,9.0
1920,166,1,3.0,9.0
1920,165,1,2.0,9.0
1920,265,1,4.0,9.0
1920,267,1,5.0,9.0
1921,104,1,3.0,5.0
1923,104,1,2.0,8.0
1923,104,1,2.0,8.0
1925,207,-1,3.0,8.0
1925,166,1,2.0,8.0
1928,101,1,1.0,0.0
1928,143,1,1.0,0.0
1928,166,1,3.0,0.0
1928,165,1,2.0,0.0
1928,201,-1,4.0,0.0
1928,201,-1,5.0,0.0
1928,265,1,4.0,0.0
1929,104,-1,1.0,0.0
1930,414,1,7.0,8.0
1930,497,1,7.0,8.0
1930,397,1,6.0,8.0
1930,436,1,6.0,8.0
1931,165,1,1.0,7.0
1931,166,1,2.0,7.0
1931,265,1,3.0,7.0
1932,207,1,1.0,7.0
1934,143,-1,4.0,0.0
1934,143,-1,6.0,0.0
1934,166,-1,8.0,0.0
1935,104,1,3.0,10.0
1937,101,1,1.0,10.0
1937,165,1,1.0,10.0
1937,166,1,2.0,10.0
1937,201,1,2.0,10.0
1938,165,1,2.0,7.0
1938,166,1,3.0,7.0
1938,265,1,4.0,7.0
1939,165,1,1.0,0.0
1940,150,1,4.0,8.0
1941,160,1,2.0,0.0
1943,165,1,2.0,8.0
1943,166,1,3.0,8.0
1944,207,1,5.0,8.0
1944,166,1,1.0,8.0
1945,165,1,1.0,8.0
1946,143,1,2.0,8.0
1946,160,1,3.0,8.0
1948,267,-1,6.0,0.0
1948,166,1,6.0,0.0
1949,143,1,1.0,0.0
1950,165,-1,3.0,11.0
1950,166,1,4.0,11.0
1950,207,1,6.0,11.0
1950,165,-1,2.0,11.0
1952,104,1,1.0,7.0
1953,150,1,3.0,9.0
1954,101,1,1.0,8.0
1954,201,1,1.0,8.0
1954,265,1,1.0,8.0
1954,414,1,3.0,8.0
1954,435,1,3.0,8.0
1954,267,1,2.0,8.0
1954,317,1,2.0,8.0
1954,365,1,2.0,8.0
1954,301,1,5.0,8.0
1954,350,1,4.0,8.0
1954,385,1,4.0,8.0
1954,436,1,4.0,8.0
1954,490,1,4.0,8.0
1954,415,1,6.0,8.0
1954,490,1,6.0,8.0
1954,495,1,6.0,8.0
1954,495,1,6.0,8.0
1956,101,1,2.0,0.0
1957,165,1,1.0,8.0
1957,165,1,1.0,8.0
1957,265,1,3.0,8.0
1957,265,1,3.0,8.0
1957,166,1,2.0,8.0
1957,166,1,2.0,8.0
1958,143,1,3.0,0.0
1958,140,1,2.0,0.0
1960,140,1,5.0,9.0
1961,104,1,4.0,8.0
1961,140,1,4.0,8.0
1962,140,1,5.0,6.0
1964,266,1,3.0,8.0
1964,265,1,2.0,8.0
1964,373,1,5.0,8.0
1964,385,1,8.0,8.0
1965,143,1,1.0,0.0
1965,181,-1,2.0,0.0
1966,105,1,5.0,7.0
1968,165,1,1.0,10.0
1968,166,1,2.0,10.0
1970,140,-1,1.0,0.0
1970,143,-1,2.0,0.0
1971,166,1,3.0,6.0
1972,143,1,1.0,9.0
1972,166,1,3.0,9.0
1972,165,1,2.0,9.0
1974,166,-1,1.0,0.0
1975,165,1,2.0,8.0
1975,104,1,5.0,8.0
1976,166,1,1.0,8.0
1976,266,1,3.0,8.0
1977,104,1,1.0,6.0
1980,165,1,1.0,0.0
1981,266,1,2.0,8.0
1982,105,1,1.0,4.0
1984,105,-1,5.0,9.0
1985,265,1,1.0,8.0
1985,385,1,3.0,8.0
1985,267,1,2.0,8.0
1985,207,1,4.0,8.0
1987,165,1,1.0,8.0
1987,166,1,2.0,8.0
1987,265,1,3.0,8.0
1987,266,1,4.0,8.0
1989,143,1,1.0,6.0
1991,143,1,1.0,0.0
1993,143,1,1.0,8.0
1993,160,1,2.0,8.0
1994,267,1,4.0,8.0
1994,317,1,4.0,8.0
1994,301,-1,5.0,8.0
1994,414,-1,5.0,8.0
1994,341,1,6.0,8.0
1994,435,1,7.0,8.0
1994,365,1,8.0,8.0
1994,436,1,8.0,8.0
1994,492,1,8.0,8.0
1994,495,1,8.0,8.0
1995,165,-1,1.0,8.0
1995,165,1,2.0,8.0
1996,265,1,1.0,0.0
1996,267,1,2.0,0.0
1997,165,1,1.0,0.0
1997,166,1,2.0,0.0
1998,150,1,2.0,6.0
1999,105,1,1.0,12.0
2001,201,1,5.0,8.0
2001,341,1,5.0,8.0
2001,385,-1,4.0,8.0
2001,165,1,7.0,8.0
2001,301,1,7.0,8.0
2001,414,1,7.0,8.0
2001,490,1,7.0,8.0
2001,317,1,6.0,8.0
2001,490,1,6.0,8.0
2001,415,1,8.0,8.0
2001,490,1,8.0,8.0
2001,165,1,1.0,8.0
2001,166,1,2.0,8.0
2001,267,1,3.0,8.0
2002,265,1,3.0,8.0
2002,166,1,2.0,8.0
2002,101,1,5.0,8.0
2002,317,1,5.0,8.0
2002,201,1,4.0,8.0
2002,267,1,4.0,8.0
2002,304,1,7.0,8.0
2002,414,1,7.0,8.0
2002,492,1,7.0,8.0
2002,301,1,6.0,8.0
2002,302,1,8.0,8.0
2002,165,1,1.0,8.0
2003,140,1,5.0,8.0
2004,143,1,1.0,12.0
2004,165,-1,4.0,12.0
2006,265,-1,1.0,0.0
2006,201,-1,7.0,0.0
2009,143,1,1.0,9.0
2010,165,1,1.0,8.0
2010,265,-1,3.0,8.0
2010,166,1,2.0,8.0
2010,265,1,4.0,8.0
2010,207,-1,6.0,8.0
2012,207,1,3.0,6.0
2012,265,1,3.0,6.0
2012,166,1,2.0,6.0
2014,105,1,4.0,8.0
2015,265,1,1.0,0.0
2019,104,1,3.0,6.0
2022,104,1,5.0,6.0
2024,166,1,1.0,8.0
2024,265,1,2.0,8.0
2025,265,1,1.0,7.0
2025,101,1,3.0,7.0
2025,317,1,3.0,7.0
2025,385,1,3.0,7.0
2025,201,1,2.0,7.0
2025,304,1,5.0,7.0
2025,435,1,5.0,7.0
2025,301,1,4.0,7.0
2025,414,1,4.0,7.0
2025,415,1,6.0,7.0
2025,492,1,6.0,7.0
2026,207,1,3.0,9.0
2027,104,1,1.0,0.0
2028,104,1,3.0,0.0
2028,140,1,7.0,0.0
2030,165,1,1.0,0.0
2031,165,1,1.0,8.0
2031,166,1,2.0,8.0
2031,266,1,4.0,8.0
2032,104,-1,6.0,8.0
2033,105,-1,7.0,8.0
2034,104,1,8.0,0.0
2035,165,1,2.0,0.0
2036,140,1,2.0,11.0
2038,166,1,1.0,10.0
2038,265,1,2.0,10.0
2039,140,1,2.0,8.0
2039,160,1,4.0,8.0
2040,140,1,3.0,8.0
2044,265,-1,5.0,11.0
2044,165,1,4.0,11.0
2045,181,1,5.0,9.0
2047,150,1,4.0,9.0
2048,150,1,6.0,8.0
2049,140,1,1.0,8.0
2050,143,1,1.0,6.0
2050,160,1,5.0,6.0
2051,104,1,8.0,9.0
2052,140,1,2.0,8.0
2053,166,-1,1.0,9.0
2053,166,-1,1.0,9.0
2055,143,1,1.0,8.0
2055,160,1,4.0,8.0
2056,140,1,1.0,4.0
2056,143,1,2.0,4.0
2056,165,-1,2.0,4.0
2058,143,1,1.0,10.0
2058,165,-1,2.0,10.0
2059,201,1,1.0,4.0
2059,317,-1,2.0,4.0
2059,385,1,3.0,4.0
2059,314,1,4.0,4.0
2059,492,1,4.0,4.0
2060,104,1,3.0,6.0
2062,165,1,1.0,8.0
2062,265,-1,3.0,8.0
2062,166,1,2.0,8.0
2062,317,1,5.0,8.0
2062,414,1,5.0,8.0
2062,201,1,4.0,8.0
2062,265,1,4.0,8.0
2062,267,1,4.0,8.0
2062,304,1,7.0,8.0
2062,492,1,6.0,8.0
2063,165,-1,1.0,0.0
2065,140,1,2.0,7.0
2065,104,1,4.0,7.0
2066,143,1,1.0,0.0
2067,104,1,3.0,6.0
2068,165,1,1.0,10.0
2070,166,-1,2.0,6.0
2070,143,1,1.0,6.0
2070,165,1,1.0,6.0
2070,265,1,3.0,6.0
2073,165,1,1.0,8.0
2074,104,1,1.0,8.0
2074,140,1,4.0,8.0
2077,165,1,1.0,8.0
2079,104,1,1.0,4.0
2080,165,1,4.0,11.0
2080,140,1,1.0,11.0
2080,143,1,3.0,11.0
2082,143,1,1.0,7.0
2082,150,1,2.0,7.0
2083,165,1,1.0,0.0
2084,101,1,1.0,8.0
2084,265,1,1.0,8.0
2084,267,1,3.0,8.0
2084,317,1,3.0,8.0
2084,201,-1,2.0,8.0
2084,341,1,5.0,8.0
2084,435,1,5.0,8.0
2084,301,1,4.0,8.0
2084,436,1,4.0,8.0
2084,342,1,7.0,8.0
2084,414,1,7.0,8.0
2084,314,-1,8.0,8.0
2084,492,1,8.0,8.0
2085,165,1,1.0,8.0
2085,166,1,2.0,8.0
2086,150,1,2.0,10.0
2087,165,1,4.0,0.0
2087,140,1,1.0,0.0
2087,143,1,2.0,0.0
2088,140,1,8.0,8.0
2090,265,1,4.0,9.0
2091,317,1,1.0,0.0
2092,140,1,2.0,8.0
2093,201,1,2.0,11.0
2093,267,1,3.0,11.0
2093,317,1,3.0,11.0
2095,166,1,3.0,8.0
2095,166,1,3.0,8.0
2095,265,-1,5.0,8.0
2095,265,-1,5.0,8.0
2095,207,1,6.0,8.0
2095,207,1,6.0,8.0
2096,160,1,2.0,9.0
2097,165,1,1.0,8.0
2097,166,1,2.0,8.0
2097,207,1,4.0,8.0
2099,166,-1,1.0,7.0
2102,105,1,3.0,8.0
2103,140,1,1.0,9.0
2103,143,1,2.0,9.0
2106,166,1,2.0,0.0
2107,165,1,1.0,8.0
2108,143,1,1.0,8.0
2109,145,1,1.0,8.0
2110,266,1,1.0,0.0
2111,165,1,1.0,0.0
2111,207,1,3.0,0.0
2111,265,1,3.0,0.0
2111,166,1,2.0,0.0
2114,143,1,1.0,8.0
2114,165,-1,2.0,8.0
2114,165,-1,2.0,8.0
2115,165,-1,3.0,8.0
2116,181,1,4.0,8.0
2117,150,1,5.0,8.0
2118,201,1,6.0,10.0
2118,317,1,6.0,10.0
2118,267,1,6.0,10.0
2118,301,1,7.0,10.0
2118,341,1,7.0,10.0
2118,435,1,7.0,10.0
2118,397,1,8.0,10.0
2118,436,1,8.0,10.0
2119,166,1,2.0,0.0
2119,165,1,1.0,0.0
2119,265,1,3.0,0.0
2121,207,1,1.0,4.0
2121,240,1,4.0,4.0
2122,150,1,2.0,0.0
2123,143,1,1.0,10.0
2123,143,1,1.0,10.0
2124,143,1,1.0,0.0
2127,160,1,1.0,8.0
2128,105,-1,5.0,7.0
2129,140,1,5.0,7.0
2130,265,1,2.0,4.0
2131,104,1,4.0,9.0
2131,104,1,4.0,9.0
2133,143,-1,1.0,0.0
2133,165,1,2.0,0.0
2135,150,1,2.0,8.0
2136,150,1,2.0,7.0
2137,265,1,7.0,8.0
2137,166,1,6.0,8.0
2138,140,-1,1.0,8.0
2138,143,1,2.0,8.0
2140,140,1,5.0,9.0
2140,143,1,6.0,9.0
2140,160,-1,7.0,9.0
2141,140,1,1.0,0.0
2141,143,1,2.0,0.0
2142,104,1,2.0,8.0
2142,140,1,4.0,8.0
2143,150,1,2.0,7.0
2145,143,1,1.0,8.0
2147,160,1,3.0,8.0
2147,143,1,2.0,8.0
2149,266,-1,1.0,0.0
2150,140,1,1.0,8.0
2150,150,1,2.0,8.0
2151,165,1,1.0,8.0
2151,265,1,3.0,8.0
2151,166,-1,2.0,8.0
2152,104,1,1.0,0.0
2154,105,-1,6.0,6.0
2156,104,1,2.0,4.0
2158,140,1,1.0,0.0
2160,140,1,2.0,8.0
2161,165,-1,2.0,8.0
2162,165,-1,4.0,8.0
2162,165,1,6.0,8.0
2163,166,-1,1.0,8.0
2166,165,-1,2.0,10.0
2166,165,-1,3.0,10.0
2167,140,1,2.0,0.0
2168,165,-1,1.0,8.0
2168,165,1,6.0,8.0
2169,265,1,4.0,10.0
2169,166,1,3.0,10.0
2170,143,1,3.0,0.0
2171,143,1,1.0,0.0
2171,165,-1,2.0,0.0
2171,165,1,3.0,0.0
2173,105,-1,1.0,0.0
2174,150,-1,1.0,8.0
2174,150,1,7.0,8.0
2175,165,1,3.0,11.0
2175,166,1,8.0,11.0
2176,143,1,1.0,8.0
2176,165,1,2.0,8.0
2178,104,1,1.0,8.0
2178,140,1,2.0,8.0
2179,101,1,1.0,6.0
2179,265,1,1.0,6.0
2179,201,1,2.0,6.0
2179,267,1,2.0,6.0
2179,240,1,4.0,6.0
2179,317,1,4.0,6.0
2179,373,1,5.0,6.0
2179,414,1,5.0,6.0
2179,492,1,5.0,6.0
2180,166,1,4.0,12.0
2180,265,1,6.0,12.0
2181,104,1,7.0,9.0
2183,265,-1,1.0,0.0
2183,267,1,3.0,0.0
2184,104,1,6.0,12.0
2184,150,1,8.0,12.0
2185,160,1,2.0,8.0
2186,140,1,5.0,8.0
2187,140,1,2.0,8.0
2189,150,-1,5.0,5.0
2190,166,1,5.0,0.0
2190,165,1,4.0,0.0
2190,265,1,6.0,0.0
2191,140,1,1.0,0.0
2191,104,1,2.0,0.0
2192,104,1,1.0,8.0
2193,140,1,8.0,9.0
2194,265,-1,1.0,8.0
2195,140,1,2.0,0.0
2196,165,1,2.0,8.0
2196,201,1,2.0,8.0
2197,165,1,1.0,9.0
2197,166,1,2.0,9.0
2199,150,1,2.0,0.0
2201,143,1,1.0,0.0
2202,160,1,2.0,8.0
2202,150,1,4.0,8.0
2204,150,1,3.0,4.0
2204,140,1,4.0,4.0
2205,165,-1,2.0,0.0
2206,105,1,4.0,11.0
2208,166,1,3.0,8.0
2208,265,1,4.0,8.0
2208,165,1,2.0,8.0
2212,201,1,1.0,0.0
2213,165,1,1.0,0.0
2214,140,-1,1.0,8.0
2215,143,-1,1.0,0.0
2216,143,1,1.0,0.0
2217,143,1,3.0,8.0
2218,160,1,6.0,8.0
2219,105,1,4.0,4.0
2222,143,-1,1.0,0.0
2223,317,1,1.0,4.0
2223,414,1,1.0,4.0
2223,314,1,2.0,4.0
2223,301,1,3.0,4.0
2223,304,1,3.0,4.0
2223,492,1,3.0,4.0
2223,436,1,4.0,4.0
2223,495,1,4.0,4.0
2226,140,1,3.0,8.0
2226,104,1,4.0,8.0
2227,265,1,1.0,8.0
2227,265,1,1.0,8.0
2227,201,1,2.0,8.0
2227,201,1,2.0,8.0
2227,267,1,2.0,8.0
2227,267,1,2.0,8.0
2227,385,1,5.0,8.0
2227,385,1,5.0,8.0
2227,317,1,4.0,8.0
2227,317,1,4.0,8.0
2227,414,1,4.0,8.0
2227,414,1,4.0,8.0
2227,495,1,7.0,8.0
2227,495,1,7.0,8.0
2227,301,1,6.0,8.0
2227,301,1,6.0,8.0
2227,365,1,6.0,8.0
2227,365,1,6.0,8.0
2227,302,1,8.0,8.0
2227,302,1,8.0,8.0
2227,492,1,8.0,8.0
2227,492,1,8.0,8.0
2228,143,-1,1.0,0.0
2229,104,1,8.0,8.0
2230,106,1,3.0,6.0
2231,140,1,2.0,0.0
2234,165,1,1.0,8.0
2235,160,1,2.0,9.0
2235,166,1,4.0,9.0
2235,265,1,5.0,9.0
2235,317,1,5.0,9.0
2235,201,-1,6.0,9.0
2235,317,1,6.0,9.0
2235,266,1,7.0,9.0
2235,342,1,7.0,9.0
2235,341,1,8.0,9.0
2237,105,1,1.0,0.0
2238,143,1,1.0,8.0
2238,165,-1,2.0,8.0
2239,165,1,3.0,8.0
2240,104,-1,3.0,8.0
2241,150,-1,4.0,4.0
2242,143,1,1.0,0.0
2243,165,-1,1.0,0.0
2244,165,1,1.0,8.0
2244,166,1,2.0,8.0
2244,265,1,3.0,8.0
2247,166,1,2.0,8.0
2247,265,-1,4.0,8.0
2247,165,1,1.0,8.0
2248,165,1,1.0,8.0
2248,166,1,2.0,8.0
2250,166,1,1.0,8.0
2250,265,1,2.0,8.0
2251,140,1,4.0,8.0
2252,207,1,5.0,8.0
2253,302,1,6.0,6.0
2253,415,1,6.0,6.0
2253,490,1,6.0,6.0
2253,492,1,6.0,6.0
2255,160,1,3.0,6.0
2260,105,1,4.0,9.0
2261,143,1,1.0,11.0
2261,165,-1,2.0,11.0
2261,165,1,8.0,11.0
2263,105,1,2.0,8.0
2266,207,1,7.0,9.0
2266,207,1,7.0,9.0
2267,140,1,1.0,8.0
2269,201,1,1.0,8.0
2269,201,1,1.0,8.0
2269,265,1,1.0,8.0
2269,265,1,1.0,8.0
2269,267,1,5.0,8.0
2269,267,1,5.0,8.0
2269,373,1,7.0,8.0
2269,373,1,7.0,8.0
2269,492,1,7.0,8.0
2269,492,1,7.0,8.0
2269,317,1,6.0,8.0
2269,317,1,6.0,8.0
2269,314,1,8.0,8.0
2269,314,1,8.0,8.0
2269,365,1,8.0,8.0
2269,365,1,8.0,8.0
2269,385,1,8.0,8.0
2269,385,1,8.0,8.0
2270,143,1,1.0,7.0
2270,165,1,2.0,7.0
2270,166,1,3.0,7.0
2271,143,1,2.0,8.0
2272,104,1,5.0,8.0
2273,165,1,2.0,9.0
2273,165,1,1.0,9.0
2274,105,1,2.0,7.0
2275,105,1,8.0,9.0
2276,165,1,1.0,8.0
2276,166,-1,2.0,8.0
2277,104,1,2.0,8.0
2280,150,1,1.0,8.0
2280,166,1,4.0,8.0
2281,104,1,4.0,0.0
2282,207,1,7.0,9.0
2284,166,1,1.0,0.0
2284,265,1,2.0,0.0
2285,166,-1,3.0,8.0
2285,265,1,5.0,8.0
2285,166,1,4.0,8.0
2285,165,1,2.0,8.0
2286,104,1,1.0,7.0
2286,143,1,2.0,7.0
2287,201,-1,3.0,8.0
2287,266,1,3.0,8.0
2287,265,1,2.0,8.0
2287,201,1,4.0,8.0
2287,317,1,5.0,8.0
2287,317,1,6.0,8.0
2287,414,1,6.0,8.0
2288,165,1,3.0,8.0
2288,265,1,5.0,8.0
2288,166,1,4.0,8.0
2289,265,-1,5.0,10.0
2289,166,1,4.0,10.0
2291,104,1,6.0,6.0
2292,104,1,3.0,8.0
2293,181,1,1.0,8.0
2294,165,1,1.0,0.0
2295,165,1,1.0,0.0
2298,106,1,8.0,9.0
2301,143,1,1.0,9.0
2301,165,-1,2.0,9.0
2302,150,1,3.0,8.0
2304,166,1,1.0,8.0
2304,166,1,1.0,8.0
2304,266,1,2.0,8.0
2304,266,1,2.0,8.0
2305,104,1,7.0,9.0
2305,104,1,7.0,9.0
2306,140,1,1.0,0.0
2306,143,1,2.0,0.0
2307,150,1,2.0,8.0
2309,160,1,2.0,8.0
2310,166,1,1.0,8.0
2310,265,1,2.0,8.0
2310,267,1,3.0,8.0
2312,165,1,1.0,8.0
2312,207,1,3.0,8.0
2312,166,1,2.0,8.0
2312,414,1,8.0,8.0
2313,165,1,1.0,8.0
2313,166,1,2.0,8.0
2313,265,1,3.0,8.0
2313,266,1,4.0,8.0
2313,201,1,5.0,8.0
2313,317,1,6.0,8.0
2313,314,1,8.0,8.0
2314,165,-1,1.0,8.0
2314,150,1,3.0,8.0
2314,165,1,2.0,8.0
2316,143,1,1.0,8.0
2318,140,1,1.0,9.0
2319,165,1,1.0,8.0
2319,166,1,3.0,8.0
2319,207,1,5.0,8.0
2320,105,1,1.0,0.0
2322,104,1,3.0,7.0
2323,101,1,3.0,0.0
2323,201,1,3.0,0.0
2323,414,1,5.0,0.0
2323,415,1,6.0,0.0
2328,165,1,1.0,0.0
2329,150,-1,3.0,0.0
2329,165,-1,4.0,0.0
2331,165,1,1.0,0.0
2331,265,1,3.0,0.0
2331,166,1,2.0,0.0
2332,304,1,3.0,5.0
2332,414,1,3.0,5.0
2332,301,1,2.0,5.0
2332,365,1,2.0,5.0
2332,385,1,2.0,5.0
2332,341,1,5.0,5.0
2332,492,1,5.0,5.0
2332,301,-1,4.0,5.0
2332,415,1,4.0,5.0
2333,140,1,1.0,8.0
2333,143,1,2.0,8.0
2335,140,1,1.0,8.0
2335,150,1,6.0,8.0
2337,265,1,3.0,6.0
2337,166,1,2.0,6.0
2338,104,1,3.0,8.0
2338,140,1,7.0,8.0
