STUDENT,CRSE,GRADE_CATGORY,CRSE_SEM,GRAD_SEM
6650,166,1,5.0,9.0
6651,265,1,8.0,0.0
6651,267,1,8.0,0.0
6653,165,1,1.0,0.0
6653,166,1,1.0,0.0
6654,105,1,1.0,8.0
6655,150,1,1.0,8.0
6655,151,1,2.0,8.0
6657,165,-1,1.0,10.0
6657,165,1,2.0,10.0
6657,166,-1,2.0,10.0
6659,143,1,1.0,9.0
6661,143,1,1.0,9.0
6661,165,1,3.0,9.0
6661,207,-1,4.0,9.0
6662,106,1,4.0,8.0
6663,165,-1,1.0,0.0
6663,166,-1,3.0,0.0
6664,165,1,1.0,8.0
6666,166,1,5.0,0.0
6666,265,1,6.0,0.0
6669,106,1,2.0,0.0
6669,105,1,3.0,0.0
6670,143,1,2.0,0.0
6672,165,1,1.0,0.0
6673,104,1,3.0,8.0
6673,140,1,7.0,8.0
6674,301,1,7.0,7.0
6676,166,1,2.0,8.0
6677,166,1,2.0,9.0
6677,207,1,3.0,9.0
6677,165,1,1.0,9.0
6678,104,1,1.0,12.0
6679,143,1,1.0,8.0
6679,160,1,2.0,8.0
6680,101,1,1.0,8.0
6680,166,1,1.0,8.0
6680,267,1,3.0,8.0
6680,201,1,2.0,8.0
6680,265,1,2.0,8.0
6680,385,1,4.0,8.0
6680,317,-1,7.0,8.0
6680,317,-1,6.0,8.0
6680,341,1,8.0,8.0
6681,143,1,4.0,0.0
6682,166,1,1.0,8.0
6682,207,1,2.0,8.0
6683,165,1,1.0,0.0
6683,166,-1,2.0,0.0
6684,165,1,1.0,10.0
6686,166,1,1.0,6.0
6687,201,1,3.0,8.0
6687,201,1,3.0,8.0
6687,317,1,4.0,8.0
6687,317,1,4.0,8.0
6687,301,1,5.0,8.0
6687,301,1,5.0,8.0
6687,304,1,7.0,8.0
6687,304,1,7.0,8.0
6687,314,1,8.0,8.0
6687,314,1,8.0,8.0
6687,492,1,8.0,8.0
6687,492,1,8.0,8.0
6687,265,1,1.0,8.0
6687,265,1,1.0,8.0
6687,267,1,2.0,8.0
6687,267,1,2.0,8.0
6688,165,1,1.0,0.0
6689,140,1,3.0,0.0
6693,104,1,5.0,8.0
6694,143,-1,1.0,9.0
6696,140,1,2.0,8.0
6696,143,1,3.0,8.0
6696,160,1,4.0,8.0
6697,207,1,1.0,0.0
6699,165,-1,1.0,8.0
6700,150,1,1.0,7.0
6703,150,1,1.0,8.0
6703,140,1,8.0,8.0
6704,140,1,2.0,0.0
6708,166,-1,2.0,7.0
6712,165,1,1.0,8.0
6712,265,1,3.0,8.0
6712,166,1,2.0,8.0
6712,266,1,4.0,8.0
6712,201,1,6.0,8.0
6712,317,1,6.0,8.0
6712,341,1,8.0,8.0
6713,150,1,3.0,7.0
6714,385,-1,1.0,6.0
6716,201,1,4.0,0.0
6716,265,1,4.0,0.0
6716,207,1,5.0,0.0
6717,143,-1,3.0,0.0
6718,143,1,1.0,8.0
6718,165,1,2.0,8.0
6720,104,1,5.0,8.0
6722,101,1,1.0,0.0
6722,166,1,1.0,0.0
6723,143,1,2.0,0.0
6724,166,1,1.0,8.0
6724,265,1,2.0,8.0
6725,143,1,1.0,8.0
6725,165,1,2.0,8.0
6727,165,1,2.0,8.0
6728,143,1,1.0,10.0
6728,166,-1,3.0,10.0
6728,165,1,2.0,10.0
6728,166,-1,4.0,10.0
6728,265,-1,5.0,10.0
6728,266,1,6.0,10.0
6730,265,1,3.0,0.0
6732,104,1,6.0,8.0
6733,165,-1,3.0,0.0
6734,143,1,1.0,7.0
6736,104,1,3.0,0.0
6737,140,1,1.0,0.0
6738,106,1,7.0,9.0
6739,104,1,2.0,0.0
6740,143,1,2.0,8.0
6741,166,1,1.0,6.0
6741,207,1,3.0,6.0
6741,265,1,2.0,6.0
6742,160,1,1.0,8.0
6743,166,1,1.0,0.0
6743,265,1,2.0,0.0
6744,143,1,1.0,0.0
6744,165,1,2.0,0.0
6746,160,1,3.0,8.0
6747,105,-1,5.0,8.0
6748,150,1,2.0,0.0
6749,104,1,6.0,7.0
6750,150,1,4.0,10.0
6751,165,1,7.0,7.0
6753,165,1,1.0,8.0
6753,166,1,2.0,8.0
6754,160,1,6.0,10.0
6755,267,1,1.0,0.0
6756,104,1,4.0,5.0
6757,104,1,2.0,8.0
6758,150,1,1.0,6.0
6762,165,-1,4.0,8.0
6762,165,1,6.0,8.0
6763,101,1,1.0,8.0
6763,201,1,1.0,8.0
6763,265,1,1.0,8.0
6764,265,1,3.0,8.0
6765,207,1,3.0,8.0
6765,385,1,3.0,8.0
6765,201,1,4.0,8.0
6766,150,1,4.0,6.0
6767,140,1,1.0,0.0
6768,166,1,1.0,0.0
6768,265,-1,2.0,0.0
6769,267,1,3.0,8.0
6769,267,1,3.0,8.0
6769,317,1,3.0,8.0
6769,317,1,3.0,8.0
6769,201,1,2.0,8.0
6769,201,1,2.0,8.0
6770,140,-1,1.0,8.0
6771,140,1,7.0,7.0
6775,166,1,1.0,9.0
6775,265,1,2.0,9.0
6777,166,1,1.0,8.0
6777,265,1,2.0,8.0
6777,207,1,4.0,8.0
6778,265,1,1.0,0.0
6781,150,1,1.0,0.0
6781,151,1,3.0,0.0
6782,165,1,1.0,8.0
6782,267,1,3.0,8.0
6784,267,-1,3.0,0.0
6784,207,1,4.0,0.0
6784,265,1,2.0,0.0
6785,165,1,1.0,8.0
6785,166,1,2.0,8.0
6786,165,1,1.0,8.0
6786,166,-1,2.0,8.0
6786,267,1,5.0,8.0
6786,166,1,4.0,8.0
6789,160,1,4.0,0.0
6790,265,1,1.0,10.0
6791,140,-1,3.0,6.0
6791,104,1,4.0,6.0
6792,160,1,1.0,8.0
6793,150,1,1.0,0.0
6794,165,1,1.0,7.0
6794,166,1,2.0,7.0
6794,265,1,3.0,7.0
6794,201,1,4.0,7.0
6794,267,1,4.0,7.0
6794,317,1,5.0,7.0
6794,490,1,6.0,7.0
6795,104,1,3.0,8.0
6797,301,1,5.0,7.0
6797,373,1,5.0,7.0
6797,201,1,4.0,7.0
6797,304,1,7.0,7.0
6797,341,1,7.0,7.0
6797,314,1,6.0,7.0
6797,414,1,6.0,7.0
6797,490,1,6.0,7.0
6798,165,1,1.0,0.0
6798,166,1,2.0,0.0
6799,105,1,4.0,8.0
6801,105,-1,6.0,0.0
6803,143,1,1.0,8.0
6803,165,1,2.0,8.0
6803,265,1,3.0,8.0
6803,166,1,2.0,8.0
6804,165,1,2.0,11.0
6804,166,1,5.0,11.0
6804,317,1,7.0,11.0
6804,265,1,6.0,11.0
6804,143,1,1.0,11.0
6805,104,1,3.0,4.0
6807,104,1,6.0,6.0
6808,165,1,1.0,0.0
6810,105,-1,2.0,8.0
6810,105,1,4.0,8.0
6812,150,1,3.0,0.0
6812,165,1,2.0,0.0
6813,150,1,1.0,8.0
6815,140,1,2.0,8.0
6816,301,1,7.0,8.0
6816,317,1,6.0,8.0
6816,385,1,3.0,8.0
6816,267,1,1.0,8.0
6816,201,1,2.0,8.0
6817,160,-1,1.0,0.0
6819,165,1,1.0,9.0
6819,166,1,2.0,9.0
6819,207,1,4.0,9.0
6820,140,1,1.0,8.0
6820,150,1,5.0,8.0
6821,165,-1,3.0,0.0
6821,165,-1,2.0,0.0
6821,166,1,5.0,0.0
6821,165,1,4.0,0.0
6821,207,-1,6.0,0.0
6822,165,1,1.0,8.0
6823,140,1,1.0,8.0
6823,143,1,5.0,8.0
6826,265,1,3.0,8.0
6826,165,1,1.0,8.0
6826,166,1,2.0,8.0
6827,143,1,1.0,8.0
6827,165,-1,2.0,8.0
6827,265,1,3.0,8.0
6829,104,1,3.0,8.0
6829,104,1,3.0,8.0
6831,165,1,2.0,8.0
6831,166,1,4.0,8.0
6831,207,1,5.0,8.0
6831,143,1,1.0,8.0
6832,165,-1,1.0,0.0
6832,165,1,2.0,0.0
6832,207,1,6.0,0.0
6836,166,1,7.0,9.0
6836,165,1,1.0,9.0
6837,104,1,1.0,0.0
6839,143,1,1.0,0.0
6839,165,1,2.0,0.0
6840,165,1,2.0,8.0
6841,165,-1,1.0,0.0
6842,104,1,4.0,6.0
6843,165,1,1.0,8.0
6843,166,1,2.0,8.0
6845,160,1,1.0,8.0
6846,104,1,1.0,8.0
6846,165,1,3.0,8.0
6848,104,1,4.0,6.0
6848,140,-1,4.0,6.0
6849,143,1,2.0,9.0
6849,150,1,4.0,9.0
6849,151,1,7.0,9.0
6850,101,1,1.0,7.0
6850,143,1,1.0,7.0
6850,165,1,2.0,7.0
6850,166,-1,3.0,7.0
6850,166,1,4.0,7.0
6850,207,1,5.0,7.0
6850,265,-1,5.0,7.0
6852,104,1,6.0,8.0
6853,143,1,1.0,8.0
6854,143,-1,1.0,0.0
6855,165,1,1.0,8.0
6855,166,1,2.0,8.0
6855,266,1,3.0,8.0
6856,140,1,1.0,0.0
6857,101,1,1.0,0.0
6857,166,1,1.0,0.0
6858,207,-1,6.0,11.0
6858,207,-1,6.0,11.0
6859,140,1,2.0,8.0
6860,317,1,5.0,8.0
6860,350,1,6.0,8.0
6860,201,1,1.0,8.0
6860,265,1,1.0,8.0
6860,314,-1,2.0,8.0
6861,166,1,1.0,11.0
6861,265,1,2.0,11.0
6863,104,1,2.0,7.0
6864,165,1,2.0,0.0
6865,150,1,1.0,0.0
6866,150,1,6.0,10.0
6866,151,1,8.0,10.0
6868,140,1,3.0,8.0
6869,105,-1,2.0,0.0
6872,201,1,2.0,5.0
6872,414,1,3.0,5.0
6872,490,1,3.0,5.0
6872,490,1,4.0,5.0
6872,415,1,5.0,5.0
6874,207,1,3.0,10.0
6874,166,1,1.0,10.0
6876,140,-1,1.0,8.0
6876,104,1,2.0,8.0
6877,150,1,2.0,7.0
6878,165,1,1.0,6.0
6879,143,-1,1.0,0.0
6880,207,1,1.0,8.0
6881,104,1,1.0,6.0
6882,166,1,1.0,7.0
6882,266,1,3.0,7.0
6882,265,1,2.0,7.0
6882,385,1,7.0,7.0
6883,267,1,1.0,8.0
6883,201,1,2.0,8.0
6883,317,1,2.0,8.0
6883,301,1,3.0,8.0
6884,160,1,2.0,7.0
6884,104,1,4.0,7.0
6887,143,1,4.0,7.0
6888,105,1,1.0,9.0
6889,165,1,1.0,10.0
6889,166,1,2.0,10.0
6890,104,1,8.0,8.0
6891,265,1,4.0,0.0
6892,143,1,1.0,7.0
6893,104,1,4.0,0.0
6894,145,1,2.0,0.0
6894,104,1,5.0,0.0
6895,165,1,8.0,10.0
6896,140,1,2.0,8.0
6897,140,1,4.0,8.0
6898,165,-1,1.0,10.0
6900,207,1,2.0,4.0
6900,265,1,4.0,4.0
6902,267,1,3.0,8.0
6902,317,1,4.0,8.0
6902,301,1,5.0,8.0
6902,385,1,5.0,8.0
6902,414,1,5.0,8.0
6902,365,1,6.0,8.0
6902,415,1,6.0,8.0
6902,490,1,6.0,8.0
6902,492,1,8.0,8.0
6903,165,1,1.0,0.0
6905,106,-1,4.0,6.0
6907,165,1,2.0,0.0
6909,150,1,2.0,9.0
6909,151,1,4.0,9.0
6910,165,1,2.0,10.0
6910,166,-1,3.0,10.0
6910,166,1,4.0,10.0
6910,207,-1,7.0,10.0
6910,165,-1,1.0,10.0
6911,165,1,1.0,8.0
6911,166,1,2.0,8.0
6912,143,1,1.0,7.0
6917,165,1,1.0,0.0
6917,150,1,2.0,0.0
6918,150,1,3.0,6.0
6919,104,1,2.0,0.0
6920,104,1,1.0,5.0
6921,165,1,1.0,0.0
6923,165,1,2.0,8.0
6923,143,1,1.0,8.0
6924,207,1,3.0,7.0
6924,165,1,1.0,7.0
6924,166,1,2.0,7.0
6925,104,1,3.0,12.0
6930,207,1,1.0,8.0
6931,165,1,1.0,8.0
6932,166,1,1.0,0.0
6932,265,1,2.0,0.0
6933,165,1,3.0,0.0
6933,166,-1,5.0,0.0
6934,143,1,1.0,8.0
6935,435,1,7.0,9.0
6935,497,1,7.0,9.0
6935,317,1,6.0,9.0
6935,341,1,6.0,9.0
6935,397,1,6.0,9.0
6935,301,1,8.0,9.0
6935,414,1,8.0,9.0
6935,436,1,8.0,9.0
6936,143,1,1.0,8.0
6936,165,-1,2.0,8.0
6936,166,1,2.0,8.0
6937,150,1,2.0,9.0
6938,166,1,1.0,5.0
6938,265,1,2.0,5.0
6938,207,1,2.0,5.0
6938,265,1,3.0,5.0
6939,140,1,2.0,8.0
6940,150,1,1.0,0.0
6941,104,1,8.0,9.0
6942,105,1,1.0,0.0
6943,207,-1,3.0,10.0
6943,207,1,4.0,10.0
6943,165,1,1.0,10.0
6943,166,1,2.0,10.0
6946,207,1,3.0,8.0
6946,267,1,3.0,8.0
6946,201,1,2.0,8.0
6946,265,1,2.0,8.0
6946,166,1,1.0,8.0
6947,105,-1,1.0,0.0
6948,207,1,4.0,6.0
6950,265,1,1.0,8.0
6951,160,-1,6.0,6.0
6954,150,-1,1.0,0.0
6955,160,-1,4.0,0.0
6956,104,1,3.0,8.0
6957,104,1,6.0,8.0
6957,140,1,8.0,8.0
6958,165,1,3.0,8.0
6959,265,1,7.0,0.0
6960,104,1,7.0,9.0
6960,140,-1,6.0,9.0
6961,101,1,1.0,8.0
6961,265,1,1.0,8.0
6961,201,1,2.0,8.0
6961,267,1,2.0,8.0
6961,317,1,2.0,8.0
6961,301,1,3.0,8.0
6961,414,1,3.0,8.0
6961,341,1,4.0,8.0
6961,385,1,4.0,8.0
6961,415,1,4.0,8.0
6961,490,1,4.0,8.0
6961,304,1,5.0,8.0
6961,435,1,5.0,8.0
6961,490,1,6.0,8.0
6964,165,1,1.0,8.0
6964,166,1,2.0,8.0
6964,207,1,3.0,8.0
6965,265,1,2.0,8.0
6966,165,1,1.0,8.0
6966,265,1,3.0,8.0
6966,166,1,2.0,8.0
6966,207,1,4.0,8.0
6967,150,1,1.0,0.0
6970,150,1,2.0,7.0
6971,104,1,1.0,10.0
6972,166,1,1.0,7.0
6972,314,-1,4.0,7.0
6973,165,1,2.0,0.0
6974,160,1,2.0,0.0
6975,143,-1,1.0,0.0
6976,165,1,1.0,7.0
6977,166,1,5.0,0.0
6977,265,1,6.0,0.0
6979,143,1,1.0,0.0
6980,104,1,3.0,8.0
6981,143,1,1.0,0.0
6982,140,1,1.0,0.0
6982,143,1,2.0,0.0
6983,104,1,2.0,8.0
6985,101,1,1.0,8.0
6985,101,1,1.0,8.0
6985,317,1,1.0,8.0
6985,317,1,1.0,8.0
6985,414,1,3.0,8.0
6985,414,1,3.0,8.0
6985,492,1,3.0,8.0
6985,492,1,3.0,8.0
6985,301,1,2.0,8.0
6985,301,1,2.0,8.0
6985,314,1,2.0,8.0
6985,314,1,2.0,8.0
6985,304,1,5.0,8.0
6985,304,1,5.0,8.0
6985,341,1,4.0,8.0
6985,341,1,4.0,8.0
6985,365,1,4.0,8.0
6985,365,1,4.0,8.0
6987,105,-1,3.0,0.0
6990,104,1,2.0,0.0
6992,150,1,8.0,10.0
6993,165,1,1.0,0.0
6993,166,1,2.0,0.0
6994,143,1,1.0,10.0
6995,143,1,1.0,10.0
6996,104,1,1.0,7.0
6999,104,1,7.0,7.0
7000,150,-1,5.0,9.0
7001,165,1,1.0,10.0
7001,166,1,2.0,10.0
7002,150,1,7.0,10.0
7003,265,1,1.0,10.0
7003,265,1,1.0,10.0
7005,160,1,3.0,5.0
7006,143,1,1.0,4.0
7007,165,-1,2.0,0.0
7008,101,1,5.0,0.0
7009,317,1,7.0,11.0
7009,341,-1,7.0,11.0
7009,201,-1,6.0,11.0
7009,265,1,6.0,11.0
7009,267,-1,6.0,11.0
7009,201,1,8.0,11.0
7009,341,1,8.0,11.0
7009,397,1,8.0,11.0
7010,104,-1,6.0,8.0
7011,105,1,4.0,8.0
7012,166,1,1.0,9.0
7012,166,1,1.0,9.0
7012,265,1,3.0,9.0
7012,265,1,3.0,9.0
7013,265,1,2.0,8.0
7014,101,1,1.0,8.0
7014,165,1,1.0,8.0
7014,166,1,2.0,8.0
7015,181,1,1.0,6.0
7016,143,1,1.0,6.0
7016,166,1,3.0,6.0
7016,165,1,2.0,6.0
7016,207,1,5.0,6.0
7016,265,1,4.0,6.0
7017,166,-1,4.0,8.0
7017,143,1,1.0,8.0
7017,165,1,2.0,8.0
7017,166,-1,3.0,8.0
7022,140,1,8.0,8.0
7025,101,1,1.0,12.0
7025,265,1,1.0,12.0
7025,317,1,2.0,12.0
7025,365,1,2.0,12.0
7025,301,-1,3.0,12.0
7025,490,1,3.0,12.0
7025,267,1,2.0,12.0
7025,414,1,2.0,12.0
7025,385,1,5.0,12.0
7025,492,1,5.0,12.0
7025,201,1,8.0,12.0
7026,104,1,2.0,8.0
7027,160,1,4.0,8.0
7028,143,1,1.0,8.0
7029,265,1,1.0,8.0
7029,207,1,5.0,8.0
7030,166,-1,2.0,0.0
7030,165,1,1.0,0.0
7031,101,1,1.0,9.0
7031,165,1,1.0,9.0
7031,201,-1,3.0,9.0
7031,166,1,2.0,9.0
7031,265,-1,4.0,9.0
7032,140,-1,1.0,0.0
7034,265,1,4.0,0.0
7035,160,-1,1.0,6.0
7036,150,1,3.0,0.0
7037,165,1,6.0,8.0
7039,143,1,1.0,8.0
7039,165,1,2.0,8.0
7039,207,1,5.0,8.0
7040,166,1,1.0,8.0
7040,265,1,2.0,8.0
7041,166,1,1.0,8.0
7041,265,-1,3.0,8.0
7041,207,1,7.0,8.0
7042,104,-1,2.0,0.0
7043,150,1,2.0,8.0
7043,140,1,3.0,8.0
7044,267,1,3.0,8.0
7044,267,1,3.0,8.0
7046,104,-1,3.0,9.0
7046,140,-1,4.0,9.0
7047,150,1,2.0,8.0
7049,165,1,1.0,8.0
7049,207,1,3.0,8.0
7049,166,1,2.0,8.0
7050,207,-1,5.0,8.0
7051,265,1,1.0,0.0
7051,267,1,2.0,0.0
7051,385,1,3.0,0.0
7052,104,1,2.0,8.0
7054,140,-1,3.0,6.0
7054,104,1,6.0,6.0
7055,140,1,4.0,4.0
7057,140,1,1.0,0.0
7058,265,1,1.0,0.0
7060,166,-1,6.0,0.0
7061,140,-1,2.0,0.0
7062,105,1,2.0,0.0
7064,166,1,4.0,0.0
7065,140,1,3.0,8.0
7065,140,1,3.0,8.0
7068,140,-1,3.0,8.0
7069,143,-1,1.0,0.0
7070,160,1,3.0,6.0
7070,143,-1,2.0,6.0
7071,150,-1,2.0,0.0
7073,150,1,4.0,5.0
7074,101,1,1.0,8.0
7074,201,1,1.0,8.0
7074,317,1,2.0,8.0
7074,350,1,2.0,8.0
7074,414,1,3.0,8.0
7074,301,1,4.0,8.0
7074,365,1,4.0,8.0
7074,415,1,4.0,8.0
7074,490,1,4.0,8.0
7074,341,1,5.0,8.0
7075,101,1,1.0,0.0
7075,165,-1,1.0,0.0
7077,150,1,6.0,8.0
7078,104,1,2.0,6.0
7079,140,1,2.0,0.0
7080,150,1,2.0,0.0
7083,104,1,4.0,7.0
7084,140,1,6.0,6.0
7084,140,1,6.0,6.0
7085,140,1,4.0,8.0
7086,143,1,1.0,6.0
7087,207,1,1.0,6.0
7090,143,1,1.0,8.0
7093,201,1,3.0,8.0
7093,265,1,3.0,8.0
7093,267,1,4.0,8.0
7093,317,1,4.0,8.0
7093,414,1,5.0,8.0
7093,240,1,7.0,8.0
7093,373,1,7.0,8.0
7093,492,1,7.0,8.0
7094,101,1,1.0,7.0
7094,165,1,1.0,7.0
7096,104,1,2.0,10.0
7100,104,1,2.0,8.0
7102,160,1,1.0,8.0
7103,165,-1,2.0,8.0
7103,165,-1,1.0,8.0
7104,143,1,1.0,0.0
7104,165,-1,2.0,0.0
7106,165,1,2.0,0.0
7107,150,1,3.0,8.0
7108,140,1,2.0,0.0
7109,265,-1,3.0,0.0
7110,104,1,1.0,8.0
7111,143,1,1.0,8.0
7111,165,1,2.0,8.0
7112,166,1,5.0,10.0
7112,166,-1,4.0,10.0
7112,265,1,6.0,10.0
7112,266,-1,8.0,10.0
7113,143,-1,1.0,0.0
7114,143,1,2.0,8.0
7114,165,1,2.0,8.0
7115,166,1,2.0,9.0
7116,304,1,7.0,8.0
7116,341,1,7.0,8.0
7116,373,1,7.0,8.0
7116,435,1,7.0,8.0
7116,301,1,6.0,8.0
7116,314,1,8.0,8.0
7116,414,1,8.0,8.0
7116,436,1,8.0,8.0
7116,492,1,8.0,8.0
7119,104,1,6.0,8.0
7120,143,1,2.0,0.0
7121,104,1,1.0,6.0
7123,165,1,1.0,0.0
7124,265,1,1.0,10.0
7124,267,1,2.0,10.0
7125,160,-1,2.0,8.0
7125,160,1,3.0,8.0
7126,150,1,1.0,8.0
7127,165,-1,1.0,0.0
7128,160,-1,2.0,7.0
7129,265,1,1.0,5.0
7129,240,1,3.0,5.0
7131,166,1,1.0,7.0
7132,207,1,8.0,0.0
7133,104,-1,3.0,0.0
7134,104,-1,3.0,6.0
7135,266,1,1.0,0.0
7135,207,1,2.0,0.0
7136,265,1,1.0,9.0
7138,104,1,2.0,8.0
7139,265,1,2.0,10.0
7140,165,1,1.0,10.0
7140,166,1,2.0,10.0
7140,265,1,3.0,10.0
7141,140,-1,2.0,0.0
7142,140,-1,1.0,8.0
7143,140,1,3.0,9.0
7144,143,1,2.0,11.0
7144,165,1,2.0,11.0
7144,166,1,4.0,11.0
7145,160,1,2.0,8.0
7146,104,1,2.0,7.0
7147,150,-1,5.0,5.0
7148,140,1,1.0,4.0
7148,150,1,2.0,4.0
7150,150,1,8.0,9.0
7151,143,1,1.0,0.0
7154,105,1,1.0,5.0
7155,166,1,2.0,8.0
7155,207,1,4.0,8.0
7155,165,1,1.0,8.0
7159,267,1,7.0,8.0
7159,267,1,7.0,8.0
7159,414,1,8.0,8.0
7159,414,1,8.0,8.0
7161,140,1,1.0,0.0
7162,301,1,4.0,6.0
7162,435,1,4.0,6.0
7162,317,1,3.0,6.0
7162,341,1,3.0,6.0
7162,414,1,3.0,6.0
7162,385,1,6.0,6.0
7162,492,1,6.0,6.0
7162,314,1,5.0,6.0
7162,415,1,5.0,6.0
7162,436,1,5.0,6.0
7163,166,-1,2.0,0.0
7164,105,1,2.0,10.0
7166,140,1,1.0,0.0
7166,143,-1,2.0,0.0
7167,143,1,1.0,8.0
7167,165,1,2.0,8.0
7167,265,1,7.0,8.0
7168,165,1,1.0,0.0
7169,143,1,1.0,0.0
7170,143,-1,1.0,0.0
7170,150,-1,4.0,0.0
7171,181,1,7.0,8.0
7171,140,1,6.0,8.0
7174,207,1,3.0,8.0
7176,165,-1,1.0,7.0
7177,140,-1,1.0,0.0
7177,105,-1,2.0,0.0
7178,150,1,5.0,8.0
7180,143,-1,1.0,10.0
7180,140,1,2.0,10.0
7180,150,-1,3.0,10.0
7181,165,1,4.0,8.0
7181,207,-1,7.0,8.0
7181,140,1,1.0,8.0
7181,143,1,2.0,8.0
7184,150,1,2.0,8.0
7184,150,1,2.0,8.0
7185,143,1,8.0,0.0
7186,104,1,3.0,7.0
7186,140,1,4.0,7.0
7187,166,1,1.0,4.0
7187,207,1,3.0,4.0
7187,414,1,3.0,4.0
7187,201,1,2.0,4.0
7187,265,1,2.0,4.0
7187,267,1,2.0,4.0
7187,317,1,4.0,4.0
7187,492,1,4.0,4.0
7189,166,1,1.0,8.0
7190,165,1,1.0,8.0
7190,166,1,2.0,8.0
7190,207,1,3.0,8.0
7191,140,-1,8.0,10.0
7192,140,1,1.0,8.0
7194,165,-1,1.0,8.0
7194,165,1,2.0,8.0
7194,265,1,3.0,8.0
7197,150,1,4.0,0.0
7198,166,1,1.0,0.0
7199,104,1,4.0,5.0
7199,140,1,5.0,5.0
7200,105,-1,3.0,8.0
7202,140,1,1.0,0.0
7202,143,1,2.0,0.0
7206,165,1,2.0,12.0
7206,207,1,7.0,12.0
7206,143,1,1.0,12.0
7209,104,1,2.0,0.0
7210,104,1,7.0,8.0
7211,207,-1,6.0,10.0
7212,201,1,7.0,10.0
7212,317,1,8.0,10.0
7213,265,1,6.0,10.0
7214,105,1,8.0,8.0
7218,150,1,8.0,12.0
7220,104,1,7.0,8.0
7221,101,1,3.0,8.0
7221,201,1,3.0,8.0
7221,265,1,3.0,8.0
7221,240,1,4.0,8.0
7221,317,1,4.0,8.0
7221,373,1,7.0,8.0
7221,435,1,7.0,8.0
7221,341,1,8.0,8.0
7221,350,1,8.0,8.0
7221,436,-1,8.0,8.0
7221,492,1,8.0,8.0
7221,414,-1,8.0,8.0
7221,301,1,6.0,8.0
7223,143,1,1.0,8.0
7223,143,1,1.0,8.0
7225,160,1,5.0,7.0
7226,143,-1,1.0,0.0
7227,166,-1,4.0,0.0
7229,140,-1,6.0,8.0
7230,165,1,2.0,9.0
7231,150,1,1.0,8.0
7232,165,-1,2.0,12.0
7232,166,-1,4.0,12.0
7232,166,1,8.0,12.0
7232,265,1,8.0,12.0
7234,104,1,4.0,10.0
7235,166,1,3.0,8.0
7237,143,1,1.0,10.0
7237,165,1,2.0,10.0
7238,165,1,1.0,0.0
7238,166,1,3.0,0.0
7238,207,-1,4.0,0.0
7240,165,-1,5.0,8.0
7240,165,1,4.0,8.0
7240,166,-1,6.0,8.0
7241,317,1,7.0,10.0
7241,201,1,6.0,10.0
7241,365,1,6.0,10.0
7241,301,1,8.0,10.0
7241,341,1,8.0,10.0
7242,165,1,1.0,6.0
7242,166,1,2.0,6.0
7242,207,1,4.0,6.0
7243,104,-1,3.0,0.0
7244,140,1,1.0,0.0
7245,301,1,6.0,8.0
7245,373,1,7.0,8.0
7245,341,1,8.0,8.0
7245,365,1,8.0,8.0
7245,385,1,8.0,8.0
7246,140,1,2.0,0.0
7247,207,1,6.0,0.0
7248,143,1,1.0,8.0
7249,105,1,1.0,9.0
7249,105,1,1.0,9.0
7249,150,-1,2.0,9.0
7249,150,-1,2.0,9.0
7249,151,-1,5.0,9.0
7249,151,-1,5.0,9.0
7252,150,1,2.0,8.0
7253,165,1,2.0,8.0
7253,207,1,7.0,8.0
7253,143,1,1.0,8.0
7255,414,1,7.0,8.0
7255,497,1,7.0,8.0
7255,397,1,6.0,8.0
7255,436,1,6.0,8.0
7256,165,1,1.0,8.0
7256,165,1,1.0,8.0
7256,166,1,2.0,8.0
7256,166,1,2.0,8.0
7256,266,1,2.0,8.0
7256,266,1,2.0,8.0
7257,301,1,7.0,7.0
7257,341,1,7.0,7.0
7257,414,1,7.0,7.0
7258,165,1,2.0,0.0
7260,143,1,1.0,0.0
7261,166,1,5.0,11.0
7261,207,-1,7.0,11.0
7261,165,-1,2.0,11.0
7261,165,-1,3.0,11.0
7261,165,1,4.0,11.0
7262,143,1,2.0,0.0
7262,140,1,1.0,0.0
7263,265,1,1.0,0.0
7265,104,1,8.0,10.0
7266,140,-1,2.0,0.0
7267,150,1,2.0,8.0
7268,166,1,1.0,0.0
7268,267,1,3.0,0.0
7268,265,1,2.0,0.0
7268,201,1,4.0,0.0
7268,317,-1,4.0,0.0
7269,160,1,3.0,8.0
7270,143,1,2.0,8.0
7270,160,-1,3.0,8.0
7271,140,1,3.0,8.0
7271,140,1,3.0,8.0
7272,150,1,2.0,8.0
7273,165,1,1.0,10.0
7273,165,1,1.0,10.0
7273,166,1,2.0,10.0
7273,166,1,2.0,10.0
7273,207,-1,5.0,10.0
7273,207,-1,5.0,10.0
7274,166,1,1.0,0.0
7274,265,1,2.0,0.0
7275,267,1,1.0,7.0
7276,143,1,1.0,11.0
7276,166,1,6.0,11.0
7276,165,1,5.0,11.0
7276,267,1,8.0,11.0
7276,265,1,7.0,11.0
7282,150,1,1.0,0.0
7283,105,1,1.0,7.0
7284,104,1,1.0,8.0
7285,105,1,1.0,5.0
7286,105,-1,1.0,7.0
7288,104,1,2.0,5.0
7289,140,1,4.0,4.0
7290,165,1,1.0,8.0
7292,140,1,3.0,0.0
7295,105,1,4.0,9.0
7296,140,-1,2.0,0.0
7298,265,1,3.0,8.0
7298,166,1,2.0,8.0
